User ID	User Name	Run Count	Item ID	Manufactur Name	Item Name	Category #	Category Name	Occasion	Occason Name	Color #	Color	Price	Retailer	Like #	Like
0H2Q1lNwGZ	0	6	kuv2Y8gqiD	XTG Technology	Premium Aluminum 4 Port USB Hub	23	Computers	5	Gadgets	13	Silver	25	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	UNBGLiwoyq	Ergotron	WorkFit-P Sit-Stand Workstation for Apple	27	Workspace	6	Home & Office	13	Silver	280	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	5xqAMRFTqD	Nike	Rosherun NM W SP	9	Sneakers	3	Active	11	Gray	230	Ebay	0	Dislike
0H2Q1lNwGZ	0	6	Q8M1kGa2Uk	New Balance	Racing 999	9	Sneakers	1	Casual	1	Red	120	newbalance	0	Dislike
0H2Q1lNwGZ	0	6	UwT95IV9LB	Jack Spade	Elastic Leather Money Band	14	Wallets	4	Accessories	11	Gray	12	Jackspade	0	Dislike
0H2Q1lNwGZ	0	6	t4rKa9byiw	H&M	Hooded Sweater	3	sweatshirts	1	Casual	5	Blue	25	HM	0	Dislike
0H2Q1lNwGZ	0	6	Y9jrDYs2a3	Bonobos	"Washed Poplin Blue, Orange, Yellow Tattersall"	1	Shirts	1	Casual	5	Blue	68	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	oJFAUlbCpd	Nordstrom	GEAR: Faherty Polo Shirt and Quiksilver Board Shorts	34	Full Outfit	1	Casual	11	Gray	43	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	AShgXvVP1q	Puma	Suede Classic Crafted Blue	9	Sneakers	1	Casual	5	Blue	80	0	0	Dislike
0H2Q1lNwGZ	0	6	pjwOdOwYxo	Danish Design	Domed Face Chronograph	13	Watch	4	Accessories	10	Black	217	Amazon	1	Like
0H2Q1lNwGZ	0	6	qxW8nK5hua	Cargo Works	Tactical Sleeves	23	Computers	4	Accessories	10	Black	30	Cargo	0	Dislike
0H2Q1lNwGZ	0	6	nozdPWNvyx	Bonobos	Rhodes Collar Oxford - Short Sleeve - Aqua Stripe	1	Shirts	1	Casual	12	White	75	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	PufwnHNDyY	Sony	DSC-RX100M II Cyber-shot Digital Still Camera 20.2MP	22	Camera	5	Gadgets	10	Black	698	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	Z7spX6lV28	Ted Baker	Elwhite Graphic Print Polo	1	Shirts	1	Casual	5	Blue	125	Nordstrom	1	Like
0H2Q1lNwGZ	0	6	gH6fq2hHu0	Jack Spade	Chevron Dot Shirt	1	Shirts	1	Casual	5	Blue	148	Jackspade	1	Like
0H2Q1lNwGZ	0	6	Y9jrDYs2a3	Bonobos	"Washed Poplin Blue, Orange, Yellow Tattersall"	1	Shirts	1	Casual	5	Blue	68	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	bNWcZvaerN	J.Crew	Secret Wash in royal Check	1	Shirts	1	Casual	5	Blue	65	J.Crew	0	Dislike
0H2Q1lNwGZ	0	6	LY2By3tweE	J.Crew	Slim Irish Linen Shirt In Stripe	1	Shirts	1	Casual	5	Blue	90	J.Crew	0	Dislike
0H2Q1lNwGZ	0	6	hqoqXTqz6w	DC	 Unilite Flex Trainer Five Roses	9	Sneakers	3	Active	11	Gray	120	OfftheHook	0	Dislike
0H2Q1lNwGZ	0	6	5StoO95LSh	Nike	SB Project BA	9	Sneakers	3	Active	10	Black	95	Nike	1	Like
0H2Q1lNwGZ	0	6	siXIYwFIO4	No 6	Redford Brown Utility Belt	33	Other Accessories	4	Accessories	9	Brown	94	stockandbarrelco	0	Dislike
0H2Q1lNwGZ	0	6	qXG46cNDCI	GothamSmith	Anchor Necklace	33	Other Accessories	1	Casual	14	Gold	80	gothamsmith	0	Dislike
0H2Q1lNwGZ	0	6	30etnbvKaR	Rossling and Co	Gold & Black Watch	13	Watch	4	Accessories	10	Black	159	0	0	Dislike
0H2Q1lNwGZ	0	6	be7SN7Gzbt	Triwa	Gold Lansen Watch	13	Watch	4	Accessories	14	Gold	230	Triwa	0	Dislike
0H2Q1lNwGZ	0	6	k1WiiRAwjM	Skagen	Multifunction Leather Strap Watch	13	Watch	4	Accessories	10	Black	145	Nordstrom	1	Like
0H2Q1lNwGZ	0	6	7O5qyEFgzY	Johnny Fly	Camouflage Bamboo iPhone Case	13	Watch	4	Accessories	10	Black	48	Johnny Fly	1	Like
0H2Q1lNwGZ	0	6	rY1Sjw9elM	Moshi	VersaKeyboard iPad Case	25	Other Gadget	5	Gadgets	10	Black	100	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	Jt0PKTKzVX	Focal	XS Satellite Speakers with Dock for iPod and MP3 Players	20	Speakers	6	Home & Office	13	Silver	550	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	yqmM5FehQC	Umbra	 Conceal Floating Book Shelf	18	House	6	Home & Office	13	Silver	12	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	f6zWwHPkD5	Fathead	Beach Instant Window	18	House	6	Home & Office	12	White	80	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	XypAKQkLJH	Nod	Ring for gesture control	25	Other Gadget	5	Gadgets	10	Black	150	0	0	Dislike
0H2Q1lNwGZ	0	6	x5AOsf0qTW	Bonobos	The Foundation Slim - Navy	8	Suits	2	Dressy	5	Blue	685	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	UXRnec4wWY	Bonobos	The Foundation - Grey	8	Suits	2	Dressy	11	Gray	685	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	dquFmUI0Kr	Bonobos	The Foundation Slim - Cotton - Navy	8	Suits	2	Dressy	5	Blue	450	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	MrXU2MnMkv	Uniqlo	Linen Cotton Slim Fit Jacket	4	coats & jackets	2	Dressy	9	Brown	50	Uniqlo	0	Dislike
0H2Q1lNwGZ	0	6	3qHZjLQHqC	Bonobos	Summer Weight Shirt - Light Blue Hunter Gingham	1	Shirts	1	Casual	5	Blue	85	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	VCIOF6FhlS	Original Penguin	Colorblock Tee	5	T-shirts	1	Casual	5	Blue	49	Bloomingdales	0	Dislike
0H2Q1lNwGZ	0	6	El6i8meCd1	Threads for Thought	Slub Ringer Crewneck Tee	5	T-shirts	1	Casual	5	Blue	35	Bloomingdales	0	Dislike
0H2Q1lNwGZ	0	6	Y9jrDYs2a3	Bonobos	"Washed Poplin Blue, Orange, Yellow Tattersall"	1	Shirts	1	Casual	5	Blue	68	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	I0kkqJy6Ws	Ted Baker London	Multifunction Leather Strap Watch - Tan	13	Watch	4	Accessories	14	Gold	165	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	3OZCGUylnH	Ted Baker London	Multifunction Leather Strap Watch	13	Watch	4	Accessories	10	Black	165	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	hgmhX4jaSX	Marshall	Major Headphones	19	Headphones	5	Gadgets	9	Brown	95	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	whUjWKqXKw	Sony	9.1 ch Surround Sound Wireless Headphones	19	Headphones	5	Gadgets	10	Black	500	Sony	0	Dislike
0H2Q1lNwGZ	0	6	J97u1zpJDl	Spaced Audio	Spaced360 Speaker	20	Speakers	5	Gadgets	10	Black	420	spaced360	0	Dislike
0H2Q1lNwGZ	0	6	1SzvqLvpt6	Concepter	Lunecase - alerts you for a call or text	24	Phones	5	Gadgets	10	Black	39	Kickstarter	0	Dislike
0H2Q1lNwGZ	0	6	7Qi4mi67k1	Logitech	Case+ 	24	Phones	5	Gadgets	12	White	200	Logitec	0	Dislike
0H2Q1lNwGZ	0	6	z5VONnPUVN	Grovemade	Walnut Macbook Sleeve	23	Computers	5	Gadgets	9	Brown	99	Grovemade	0	Dislike
0H2Q1lNwGZ	0	6	Y9jrDYs2a3	Bonobos	"Washed Poplin Blue, Orange, Yellow Tattersall"	1	Shirts	1	Casual	5	Blue	68	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	JcIEyEqsGy	Red Wing	Classic Chukka Boot	11	Boots	1	Casual	9	Brown	260	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	VxN9IsvTXy	OluKai	Kamiki Amphibious Sneaker	9	Sneakers	3	Active	10	Black	110	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	XnupCmNCk0	Johnston and Murphy	 Jameson Sneaker	10	Casual Shoes	1	Casual	5	Blue	59	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	cXA7iQLc33	Steelie	HobKnob Kit	25	Other Gadget	5	Gadgets	13	Silver	40	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	gegNV0meDS	D2M	InstaCube Digital Photo Frame	18	House	6	Home & Office	10	Black	150	Instacube	0	Dislike
0H2Q1lNwGZ	0	6	W348e0142G	Bonobos	Summer Weight Shirt - Blue & Turquoise Plaid	1	Shirts	1	Casual	5	Blue	85	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	nxNH1gaJMV	Quicksilver	Regent Sea Shorts	6	Bottoms	1	Casual	10	Black	49	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	IVnepkCCid	Nike	SB Stefan Janoski Max	9	Sneakers	3	Active	10	Black	100	Nike	0	Dislike
0H2Q1lNwGZ	0	6	zQI0u1qc2K	New Balance	Mens Limited Edition 3190	9	Sneakers	3	Active	3	Yellow	100	New Balance	0	Dislike
0H2Q1lNwGZ	0	6	QllyWuBP18	Herschel Supply Co.	Novel Duffel Bag	12	Bags	4	Accessories	12	White	80	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	4RKPJUPlCt	TSovet	JPT-TS44 WATCH	13	Watch	4	Accessories	12	White	400	Jack Thread	0	Dislike
0H2Q1lNwGZ	0	6	ZvzgolW2Rm	Triwa	Hurricane Niben Watch	13	Watch	4	Accessories	12	White	185	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	kydNTC5Pxl	Bellroy	Slim Sleeve Wallet	14	Wallets	4	Accessories	9	Brown	80	Bellroy	0	Dislike
0H2Q1lNwGZ	0	6	gYUntlPCsP	Icon1000	Navigator Wallet	14	Wallets	4	Accessories	9	Brown	50	0	0	Dislike
0H2Q1lNwGZ	0	6	LdKmHk6WZq	Nocs	NS500 Earphones	19	Headphones	4	Accessories	10	Black	80	nocs	0	Dislike
0H2Q1lNwGZ	0	6	isuN1mmTWk	Dart	World's Smallest Laptop Adapter	23	Computers	5	Gadgets	10	Black	79	Kickstarter	0	Dislike
0H2Q1lNwGZ	0	6	JbNIuAfHOw	Twelvesouth	BookArc Mod for MacBook	27	Workspace	6	Home & Office	9	Brown	80	Twelve South	0	Dislike
0H2Q1lNwGZ	0	6	hLVzdfYqPv	Hopbox	Home-Brew Kit	18	House	6	Home & Office	9	Brown	140	Hopbox	0	Dislike
0H2Q1lNwGZ	0	6	zTFFIar2Sm	Artfox	Artifox Desk 	27	Workspace	6	Home & Office	9	Brown	1100	0	0	Dislike
0H2Q1lNwGZ	0	6	rWImLr9KhV	Krups	ZB500 Infinity Slow Juicer	18	House	6	Home & Office	13	Silver	280	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	KtRi0bubB0	Volcom	'V4S' Relaxed Fit Hybrid Shorts	6	Bottoms	1	Casual	11	Gray	50	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	iYUvzTkdKh	Oneill	'Oblique' Board Shorts	7	Swim	3	Active	3	Yellow	55	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	Y9jrDYs2a3	Bonobos	"Washed Poplin Blue, Orange, Yellow Tattersall"	1	Shirts	1	Casual	5	Blue	68	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	BP2ZmAgKFC	Timex	Expedition Field Chronograph	13	Watch	4	Accessories	10	Black	80	Timex	0	Dislike
0H2Q1lNwGZ	0	6	HkR6VcSXbO	Cavalier Bleu	Braided Leather Belt	33	Other Accessories	1	Casual	5	Blue	95	thestore.com	0	Dislike
0H2Q1lNwGZ	0	6	P06U4oyVaf	 Shwood	Govy 2 Fifty Fifty Sunglasses	16	Sunglasses	4	Accessories	9	Brown	105	Shwood	1	Like
0H2Q1lNwGZ	0	6	3uKBtNYTS3	Braun	BN0035 Watch	13	Watch	4	Accessories	10	Black	320	Amazon	1	Like
0H2Q1lNwGZ	0	6	Leiao32BRc	Steve Alan	21 Jewel Automatic Watch	13	Watch	4	Accessories	10	Black	285	0	0	Dislike
0H2Q1lNwGZ	0	6	Y1T5cnDE4U	Victorinox Swiss Army	'Maverick GS' Stainless Steel Watch	13	Watch	4	Accessories	14	Gold	695	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	GVNeLqzZi4	Nike	SB Stefan Janoski Max	9	Sneakers	1	Casual	5	Blue	100	Nike	0	Dislike
0H2Q1lNwGZ	0	6	dtvnyARkLN	Sebago	Ronnie Fieg  Almani Charcoal	10	Casual Shoes	1	Casual	10	Black	115	Ronnie Fig	0	Dislike
0H2Q1lNwGZ	0	6	Y9jrDYs2a3	Bonobos	"Washed Poplin Blue, Orange, Yellow Tattersall"	1	Shirts	1	Casual	5	Blue	68	Bonobos	0	Dislike
0H2Q1lNwGZ	0	6	sLFN1pVW6e	RVCA	'All Time' Cut Off Shorts	6	Bottoms	1	Casual	5	Blue	54	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	E0jNYgX424	John W. Nordstrom	Traditional Fit Check Dress Shirt	1	Shirts	2	Dressy	6	Purple	90	Nordstrom	0	Dislike
0H2Q1lNwGZ	0	6	qkaZE8gI3W	J.Crew	Lightweight Shirt In Rhone River Gingham	1	Shirts	1	Casual	5	Blue	65	J.Crew	0	Dislike
0H2Q1lNwGZ	0	6	RhiZtesnVA	J.Crew	Short-Sleeve Vintage Oxford Shirt in Gingham	1	Shirts	1	Casual	8	Sky Blue	70	J.Crew	0	Dislike
0H2Q1lNwGZ	0	6	UuysjN3gGC	DSPTCH	Daypack	12	Bags	3	Active	10	Black	158	dsptch	0	Dislike
0H2Q1lNwGZ	0	6	cS3ngse4d9	Lytro	Illum	22	Camera	5	Gadgets	10	Black	1499	0	0	Dislike
0H2Q1lNwGZ	0	6	M92NMO4VOB	Bushmill Grado	The Bushmills x Grado Labs Headphone	19	Headphones	5	Gadgets	9	Brown	395	Turntable Lab	0	Dislike
0H2Q1lNwGZ	0	6	sL8O3XIixn	Power Light and Sound Company 	Glowdeck Wireless Charging Speakers	20	Speakers	5	Gadgets	10	Black	180	Kickstarter	0	Dislike
0H2Q1lNwGZ	0	6	QOTzHcSQT7	Urban Beatz	Verse Headphones	19	Headphones	5	Gadgets	10	Black	25	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	6cHCjKGSV7	Creative	Aurvana In-Ear3 Noise-Isolating Earphones	19	Headphones	5	Gadgets	10	Black	80	Amazon	0	Dislike
0H2Q1lNwGZ	0	6	BsuEn9jTH9	Uniform Wares	201 Series PVD Grey and Tan	13	Watch	4	Accessories	11	Gray	375	Uniformware	0	Dislike
0H2Q1lNwGZ	0	6	PTILs1ztob	Red Wing 	3101 Heritage Work Postman Oxford	10	Casual Shoes	2	Dressy	9	Brown	295	EndClothing	0	Dislike
0H2Q1lNwGZ	0	6	wNiNRYtajh	LIX	The Smallest 3D Printing Pen in the World	25	Other Gadget	5	Gadgets	13	Silver	140	Lixpen	1	Like
0H2Q1lNwGZ	0	6	F5S1eLKGNr	Vans	OTW Rose Tesella	10	Casual Shoes	1	Casual	10	Black	100	Vans	0	Dislike
0H2Q1lNwGZ	0	6	ZYvoiWPqrX	Vans	CA Checkerboard Nylon Sk8-Hi Lite	10	Casual Shoes	1	Casual	11	Gray	70	Vans	0	Dislike
